knee_left_mean,knee_left_std,knee_right_mean,knee_right_std,hip_left_mean,hip_left_std,hip_right_mean,hip_right_std,inclination_mean,inclination_std,torso_rotation_mean,torso_rotation_std,torso_rotation_range,body_twist_mean,body_twist_std,body_twist_max,shoulder_depth_diff_mean,shoulder_depth_diff_std,hip_depth_diff_mean,hip_depth_diff_std,torso_depth_mean_mean,torso_depth_mean_std,torso_depth_std_mean,torso_depth_std_std,shoulder_width_mean,shoulder_width_std,shoulder_width_range,hip_width_mean,hip_width_std,hip_width_range,vel_left_hip_mean,vel_left_hip_p90,vel_right_hip_mean,vel_right_hip_p90,vel_left_knee_mean,vel_left_knee_p90,vel_right_knee_mean,vel_right_knee_p90,vel_left_ankle_mean,vel_left_ankle_p90,vel_right_ankle_mean,vel_right_ankle_p90,vel_left_wrist_mean,vel_left_wrist_p90,vel_right_wrist_mean,vel_right_wrist_p90,vel_head_mean,vel_head_p90,angular_velocity_mean,angular_velocity_max,frame_start,frame_end,video_id,label
2.8093187306865226,0.23895978546594746,1.963359913032593,0.4393242077222692,2.854180241681811,0.14464870190421966,2.0961931441966573,0.41101941968173455,1.4481481756489956,0.15763056583316593,1.601362653670574,0.02039424704328176,0.07728194145318246,0.037509208934794654,0.013394002117479827,0.061598430243359426,0.04122944437960327,0.021205640460526233,0.02959030496148283,0.014704890060268582,-0.054235877898463514,0.050391991271032124,0.060426095709999544,0.04716040070201831,1.0,2.6926863520719043e-17,1.1102230246251565e-16,0.5760072783511819,0.013199736880148395,0.04940953128195558,0.5419532743102397,1.7077884664098852,0.5419532743102397,1.7077884664098852,1.428377610311947,2.5452281832036947,2.2734309871005896,4.487892791880919,2.0853442905094934,5.716776201649206,2.280049814468396,6.26895805582369,1.7868236817954894,4.379166131045329,2.0924341763370746,4.737201933686331,2.560571896358566,4.723698186849531,0.2726979444334805,0.7802537513333929,76,156,006beb60-8b9e-4b79-867a-ca1c2f386ce2,sentarse
2.722190125411695,0.2816612867602165,2.464424557548011,0.3627352378501001,2.6698248650989473,0.25945355559466354,2.4230462527464875,0.26132059816061665,1.6277104242150116,0.033427696527416235,1.5559749654246744,0.010982446115103019,0.03735349832367785,0.00981977513163048,0.007821671948862402,0.028325608746525344,0.015662424054674128,0.016434256401145986,0.012680794106100539,0.011207612385615759,-0.09681352999764799,0.06123820257501844,0.09765984007121166,0.06039731362487727,1.0,5.292780598495874e-17,1.1102230246251565e-16,0.5766195489825585,0.03143220973156303,0.10298912559023488,0.46113767040724274,1.6725534898798833,0.46113767040724274,1.6725534898798833,1.2430335734172628,3.248461927328548,1.366770430714514,3.351826812376357,1.5885125278314967,5.273335330261686,1.54984376506144,5.1092067426301035,1.5724743887346115,3.2165548040231107,1.5408193438754152,3.694984631967846,2.32600496468263,6.0703430660269095,0.20303771347505317,0.6003015257992161,0,105,011d6524-bb00-49fc-80d5-9e97161ac9ff,ponerse_de_pie
3.0181464832404936,0.16850074148653232,2.8925419175424025,0.23349351851093408,2.873197518083546,0.1325691165968794,3.017637304029861,0.1071623990032793,0.04860154623805256,0.03506784500894318,2.117396602082296,2.2891520721631267,6.277042181968432,0.021379446173898097,0.015109903001360905,0.05728720521190933,0.2805043213907629,0.09665835888979896,0.15828268453478814,0.03252398235322304,-0.07325539907207712,0.018001837701331232,0.13780168482482907,0.03132064178879117,1.0,8.881784197001253e-17,2.220446049250313e-16,0.6027696575002105,0.05123970626711891,0.18784987043874668,0.2538215808607778,0.5253090277114763,0.2538215808607778,0.5253090277114763,1.0699076663630533,1.8142820835172468,0.9873749073468367,1.7458207095115699,1.8783303127001443,3.759393219329491,1.621105404238584,3.371880093869585,0.6739788854827363,1.5161506085884293,0.8095990053545786,2.0514982613131694,1.1347351022253205,2.5328751957013758,26.24744991839238,156.61757383567576,10,130,026c2c6b-d509-4f2d-9535-5cc10e2d5042,caminar
3.053953370097311,0.07926919479733212,3.004243960930729,0.1268003578328029,2.8499310317754447,0.12768465371913038,2.7874686000368727,0.09149666323773177,0.11938223862241946,0.06932477015555048,2.4825751031928083,1.869579546640422,6.268746560421887,0.022572317300907998,0.011275925304781711,0.04425176154211252,0.07291081299384435,0.037429671677245646,0.04725579606990019,0.024877485521449586,-0.1620089178827281,0.033687213080352045,0.1659064382577967,0.03147876420737822,1.0,9.507381976999465e-17,2.220446049250313e-16,0.5498569830015128,0.026929170992610534,0.08783360349823965,0.23760739430051134,0.33137298472178034,0.23760739430051134,0.33137298472178034,0.80464622638994,1.7556114615916196,0.781930739490181,1.5186168078942917,1.1471636245174872,2.521422770179285,1.2409467820746125,3.0984310907165846,0.616449886846446,1.0355975927837642,0.616362314940499,1.4610234570112461,1.5511654338322423,2.7971907060839376,13.128029233328899,187.48712728419522,0,145,0358999b-7d10-4fa6-8e90-b55207cbe0ff,sentarse
2.981027477140019,0.09263496182542467,2.751744221903282,0.16139209120367415,3.00732926683778,0.08563093224532566,3.0021730411744376,0.09499350295151181,0.05274762466678964,0.035720457241922514,2.682389108692282,1.556355948231725,6.2744639723782,0.053238786197998066,0.02622641117439282,0.09459465718215654,0.2784267868536214,0.15829715913393666,0.21178866624832154,0.07375315306442279,-0.11355560307856649,0.023834436882525237,0.1763184467004633,0.03838121121861549,1.0,6.409875621278546e-17,1.1102230246251565e-16,0.5767166054771515,0.027533385270596896,0.09823429923659333,0.5537160772246346,1.4497046778734972,0.5537160772246346,1.4497046778734972,1.4902547611463006,3.3070571526454686,1.531354298598393,3.1663383489209957,2.865454274290782,6.0831933243582395,2.396779294940626,4.811626216644813,1.3907132066898726,3.636485561351109,1.4173252560493965,3.6956303193491595,2.476125840009376,6.439963087308969,22.627732179038386,156.43227960875097,0,70,058a2a00-c790-4f3c-936a-d3c460e092e5,caminar
2.9753399374604768,0.1805598901100466,2.8597588078269847,0.2976100757951907,2.803068620550454,0.13817572413730872,3.004466773522497,0.10023755832170426,0.1947949901549647,0.05352183257337392,-2.0984046350937375,2.2794898104919548,6.2722521655415555,0.026967110320580082,0.016676762448312944,0.06515669934402624,0.29333058670163153,0.09554970468353,0.16993858590722083,0.0659556970390715,-0.0688940455019474,0.021899357241774713,0.1422836307973393,0.032356744955767625,1.0,1.0175362097255203e-16,2.220446049250313e-16,0.5980259647197876,0.0434541098398194,0.19080075927998952,0.3453841205748982,1.1952405891088866,0.3453841205748982,1.1952405891088866,1.2657651115264488,2.938200580226152,1.3936123097296096,2.9828067010807624,2.4432410717664554,5.634385202155126,2.415980703226693,5.388430561000838,1.1182726466390915,2.2918746095336258,0.9363853646264851,2.142431683463506,1.6197710857177834,5.158092439601328,26.328037705876525,156.54903546820785,0,120,05d7f585-9811-4f61-a418-c690f0bada10,caminar
2.558253022253875,0.414299251869959,2.6900755296928414,0.28303030728666545,2.2808377874830774,0.406376365676267,2.5969528686140606,0.12059793568179623,0.16301707059706586,0.07781132113685293,2.270837570977079,2.1191521239874462,6.273612465205869,0.0330361601447054,0.012910969862670213,0.056318414617523516,0.05493853638569514,0.03012929340542244,0.030213226162595676,0.02214786475635346,-0.12629521956211345,0.042055698972227835,0.12858151679760949,0.04268605903092138,1.0,7.584267115045819e-17,2.220446049250313e-16,0.5700279126173684,0.030466131734652492,0.09216697688005004,0.24242890626835303,0.2889126114034324,0.24242890626835303,0.2889126114034324,1.152814091288146,1.9360375033233583,0.6976892122059692,1.112434052062417,1.908648425204063,3.1260019057799275,1.100051967526649,2.3545334848786035,0.7320224980926684,1.5386991607902039,0.6720511334783635,1.8553405250045805,1.8224664170910558,4.096841096994253,19.598339391392162,187.41370049059157,0,145,06054c67-d2eb-4c71-8f94-4769632416ab,ponerse_de_pie
2.581077254921099,0.35962460777880595,2.6676564107954173,0.37711044651629105,2.9107366385404307,0.15438043195709222,2.9030431045761307,0.16804926241444182,1.597554294717092,0.05554095344406807,0.305435357661079,1.5950235468043368,3.5526509948831855,0.5523025008198891,0.9106450001711995,2.661484829509927,0.4204348014159636,0.04654961431973801,0.24170086532831192,0.03164758121780237,-0.07622053762051192,0.007110407080655973,0.18796794994640312,0.01763113959210535,1.0,4.734006883291518e-17,1.1102230246251565e-16,0.7113622795065849,0.3006122985606227,1.0582468826591238,2.4238706816519224,4.040272376197491,2.4238706816519224,4.040272376197491,9.85261871308168,17.335936197907554,10.860174782375589,18.132909341318534,17.488705166410348,32.02389389501989,20.08603076275783,33.070745575177355,5.837541486807283,8.163221079664726,6.457445228352069,11.352685125675146,17.770105678167297,37.01505451488296,11.71146369006727,97.35297889064496,52,127,0c77d548-3254-42d6-a218-57fa231d7c3a,caminar
2.3339874373742835,0.8056036376990385,2.5017800351883563,0.7825130950475675,2.288489428143207,0.9475048118988567,2.2204363042085737,0.77513696217501,0.5927934482902888,0.34871576111642133,-2.3954864266905593,1.8732176054115082,6.1678017343833105,0.048714764025356565,0.034370977348048705,0.13816290160997724,0.5222055508822546,0.05062449897198218,0.3508318686171582,0.033545013611949843,-0.1542171930816135,0.058729064996355086,0.2738279527432067,0.04670323900008269,1.0,1.1102230246251565e-16,4.440892098500626e-16,0.6930772167176581,0.1262322685486837,0.40244308745057766,0.7281768906936046,1.675803698846928,0.7281768906936046,1.675803698846928,5.023007394778245,10.001441573046604,4.385856576083242,8.083584120432311,4.913166063982134,8.526307451771643,5.034761748211048,10.72265693524957,1.8931226121134388,3.5819776238577776,2.0748207491613915,4.002482068554289,6.564725101759601,12.539833755493557,17.24564181046688,152.2927023955212,0,90,0d623b5b-79b2-49c0-8349-4b5c2128bf01,ponerse_de_pie
3.091478161063801,0.03149453621020824,3.0876650811998685,0.02424166864361399,3.0569298094471224,0.024140777469111155,3.090349234616764,0.02968616982176894,0.008543721686461518,0.005334129666390446,-0.9008666768654245,2.9523582596764006,6.267058929613988,0.07778430361649076,0.052270974353789426,0.18140675304801945,0.011452697655733894,0.012621286097672844,0.020104849163223717,0.009194954822955943,-0.031913691159228194,0.0070537172505127305,0.03336774612550469,0.007255034648976194,1.0,6.595707599932383e-17,1.1102230246251565e-16,0.5647854711118796,0.024152569129279423,0.07205017315485707,0.619860678033225,1.7353818669922234,0.619860678033225,1.7353818669922234,3.9726681309070804,12.496458111686158,4.671168195703665,12.968937952880317,7.819703373853859,23.154106355374257,8.514601159581556,23.654611405045678,1.9351013553652625,3.9036190756585754,2.165106940813114,4.59274233981259,7.860247867231027,24.740999278765578,59.36211458739905,188.46777733302744,24,104,0e3034dd-bbe6-4412-ab0f-cba2ff479e72,caminar
